ID;Fecha Modificacion;Fecha Descarga;Id_Departamento;Cod_Departamento;Departamento_es;Departamento_eu;Fecha Inicio Dpto;Fecha Fin Dpto;Tipo_Estructura;Tipo_Organo_es;Tipo Organo_eu;Id_Organo;Cod_Organo;Organo_es;Organo_eu;Fecha Inicio Org;Fecha Fin Org;Id_CentroOrg;Cod_CentroOrg;CentroOrg_es;CentroOrg_eu;Fecha Inicio Centro;Id_TipoCentro;TipoCentro_es;TipoCentro_eu;Cod_CentroSAP;Centro_dest.or;Centro_Destino;Calle/Numero;CP;Pais;Municipio;Localidad;Telefono;Fax;Correo_Electronico;Id_Posicion;Cod_Posicion;Posicion_es;Posicion_eu;GR.PER;Des.ES.grupo;Des.EU.grupo;APER;Des.ES.area;Des.EU.area;Id_TipoCargo;TipoCargo_es;TipoCargo_eu;Id_Empleado;DatosPersonales;Fecha Nombramiento;BOPV Nombramiento;
42047;17/10/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30002175;9,06E+11; OSI Araba; Araba ESIa;01/01/2016;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60021883;7085/3;DIRECTOR/A ATENCIÓN INTEGRADA GR. 1;ARRETA INTEGRATUKO ZUZENDARIA 1. MAILA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD21;Director/a de Integración Asistencial Gr.1;Integrazio Asistentzialeko Zuzendaria, 1. Mailakoa;32351;ROMEO OLLORA, JORGE;06/08/2020;157/2020;
42334;15/10/2020;16/01/2024;30002510;1,20E+11; Turismo, Comercio y Consumo; Turismoa, Merkataritza eta Kontsumoa;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002510;1,20E+11; Turismo, Comercio y Consumo; Turismoa, Merkataritza eta Kontsumoa;08/09/2020;31/12/9999;30002511;1,20E+11; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60030614;9102/15;CONSEJERO/A DEL DEPARTAMENTO;SAILBURUA;A;Miembro Gobierno;Gobernuko kidea;A1;Miembro de Gobierno;Jaurlaritzako kidea;AC03;Consejero/a;Sailburua;32540;HURTADO DOMINGUEZ, JAVIER;08/09/2020;177/2020;
42621;15/10/2020;16/01/2024;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;6598;70000000000; Consejería; Kontseilaritza;28/11/2016;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;404994;9102/8;CONSEJERO/A DEL DEPARTAMENTO;SAILBURUA;A;Miembro Gobierno;Gobernuko kidea;A1;Miembro de Gobierno;Jaurlaritzako kidea;AC03;Consejero/a;Sailburua;32588;BILDARRATZ SORRON, JOKIN;08/09/2020;177/2020;
42908;31/03/2021;16/01/2024;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;30004004;30300000000; Dirección de Comunicación; Komunikazio Zuzendaritza;30/01/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60073773;9104/178;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;32727;ARECHAGA ITURREGUI, MARIA CONCEPCION;30/01/2021;21/2021;
43195;17/04/2023;16/01/2024;30002510;1,20E+11; Turismo, Comercio y Consumo; Turismoa, Merkataritza eta Kontsumoa;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002510;1,20E+11; Turismo, Comercio y Consumo; Turismoa, Merkataritza eta Kontsumoa;08/09/2020;31/12/9999;5980;1,21E+11; Dirección de Turismo y Hostelería; Turismo eta Ostalaritza Zuzendaritza;08/09/2020;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;422986;9104/121;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;32775;JILETE GONZALEZ, AROA;15/04/2023;71/2023;
43482;17/11/2020;16/01/2024;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;5094;83000000000; Viceconsejería de Infraestructuras y Transportes; Azpiegitura eta Garraio Sailburuordetza;08/09/2020;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;404749;9103/20;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;33030;MARCO DE LA PEÑA, LUIS PEDRO;18/09/2020;184/2020;
43769;17/11/2020;16/01/2024;30002503;1,10E+11; Cultura y Política Lingüística; Kultura eta Hizkuntza Politika;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002503;1,10E+11; Cultura y Política Lingüística; Kultura eta Hizkuntza Politika;08/09/2020;31/12/9999;5197;1,11E+11; Viceconsejería de Cultura; Kultura Sailburuordetza;08/09/2020;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;417126;9103/7;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;33036;ITURBE AMOREBIETA, JOSEBA ANDONI;18/09/2020;184/2020;
44056;05/11/2020;16/01/2024;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;6483;71300000000; Dirección de Infraestructuras, Recursos y Tecnologías; Azpiegitura, Baliabide eta Teknologia Zuzendaritza;22/04/2017;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;428866;9104/72;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;33347;RUIZ HUERGA, ALFREDO;26/09/2020;190/2020;
44343;17/10/2020;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;6225;40000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60001676;5254/1;ASESOR/A DE COMUNICACIÓN DEL DEPARTAMENT;SAILAREN KOMUNIKAZIOKO AHOLKULARIA;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;33348;UNZUETA CAREAGA, HUMBERTO;29/09/2020;203/2020;
44630;19/10/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001619;9,06E+11; OSI Goierri-Alto Urola; Goierri-Urola Garai ESIa;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007826;7070/2;DIRECTOR/A COORD. ASIST. AREA ENFERM 3GR;ERIZAINTZA ARLO. ASIST. KOORD. ZUZENDARI;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD30;Director/a de Coordinación Asistencial Área de Enfermería Gr.3;Erizaintza Arloko Asistentzia Koordinatzeko Zuzendaria, 3. Mailakoa;33386;ALARCON DUQUE, EVA MARIA;28/09/2020;205/2020;
44917;05/11/2020;16/01/2024;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;6067;72000000000; Viceconsejería de Educación; Hezkuntza Sailburuordetza;28/11/2016;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;445794;9103/27;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;33491;PEDROSA LOBATO, MARIA BEGOÑA;30/09/2020;195/2020;
45204;05/11/2020;16/01/2024;30002510;1,20E+11; Turismo, Comercio y Consumo; Turismoa, Merkataritza eta Kontsumoa;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002510;1,20E+11; Turismo, Comercio y Consumo; Turismoa, Merkataritza eta Kontsumoa;08/09/2020;31/12/9999;5947;1,21E+11; Viceconsejería de Turismo y Comercio; Turismo eta Merkataritza Sailburuordetza;08/09/2020;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;400046;9103/3;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;33495;GARCIA DE COS, JESUS MARIA;03/10/2020;195/2020;
45491;05/11/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;30002661;92000000000; Viceconsejería de Administración y Financiación Sanitarias; Administrazio eta Finantziazio Sanitarioko Sailburuordetza;08/09/2020;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60032970;9103/37;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;33674;URIEN AZPITARTE, NEREA;10/10/2020;200/2020;
45778;05/11/2020;16/01/2024;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;4;OA - Organismo Autónomo;EA - Erakunde Autonomoa;5483;5,30E+11; Lanbide, Servicio Vasco de Empleo; Lanbide, Euskal Enplegu Zerbitzua;03/11/2011;31/12/9999;7594;5,31E+11; Dirección de Activación Laboral; Laneratzea Aktibatzeko Zuzendaritza;03/11/2011;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;247;16048;SERV.CENTR. VITORIA-GASTEIZ SSCC (TXAGORRITXU);JOSE ATXOTEGI 1;1009;ES;59;;;;;446467;9104/157;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;33717;MARTINEZ GRANADO, MARIA TERESA;10/10/2020;200/2020;
46065;13/10/2020;16/01/2024;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;90;SP - Sociedad Pública;SP - Sozietate Publikoa;30001714;9,17E+11; Eusko Trenbideak/Ferrocarriles Vascos, S.A. (Euskotren); Eusko Trenbideak/Ferrocarriles Vascos, S.A. (Euskotren);01/01/1980;31/12/9999;30001714;9,17E+11; Eusko Trenbideak/Ferrocarriles Vascos, S.A. (Euskotren); Eusko Trenbideak/Ferrocarriles Vascos, S.A. (Euskotren);01/01/1980;C30;SP – SOCIEDAD PÚBLICA;SP - SOZIETATE PUBLIKOA;;;;;;;;;;;;60007973;7030/1;DIRECTOR/A GENERAL;ZUZENDARI NAGUSIA;1;Cargo púb. directivo;Zuz. kargu publikoa;11;Directivo sec. púb.;Sek. pub. zuzendaria;AD03;Resto Rangos de Cargos;Gainerako karguen mailak;33756;SEOANE ICARAN, FRANCISCO JAVIER;25/09/2020;;
46352;14/09/2023;16/01/2024;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;5587;83100000000; Dirección de Planificación del Transporte; Garraio Plangintzaren Zuzendaritza;08/09/2020;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;404619;9104/90;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;33983;BARREAL JIMENEZ, SARA;09/09/2023;172/2023;
46639;05/11/2020;16/01/2024;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;6701;31100000000; Dirección de Trabajo y Seguridad Social; Lan eta Gizarte Segurantza Zuzendaritza;08/09/2020;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;416742;9104/97;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;34145;LAPUENTE MONTORO, ANGEL;17/10/2020;204/2020;
46926;17/11/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001602;9,06E+11; Dirección General; Zuzendaritza Nagusia;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007472;7052/1;DIRECTOR/A DIV. CORPORATIVA ASIST. SANIT;ASISTENTZIA SANITARIOKO ZUZENDARIA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD11;Director/a División Corporativa de Asistencia Sanitaria;Asistentzia Sanitarioko Dibisio Korporatiboko Zuzendaria;34690;BUSTAMANTE MADARIAGA, VICTOR;28/10/2020;219/2020;
47213;16/11/2020;16/01/2024;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;30002713;63100000000; Dirección de Política Financiera; Finantza Politikako Zuzendaritza;06/03/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60033475;9104/176;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;34891;LARRAURI ARANGUREN, ARANTZA;16/11/2020;226/2020;
47500;10/07/2023;16/01/2024;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;4;OA - Organismo Autónomo;EA - Erakunde Autonomoa;5403;4,70E+11; Emakunde, Instituto Vasco de la Mujer; Emakunde, Emakumearen Euskal Erakundea;23/12/1988;31/12/9999;5751;4,71E+11; Secretaría General; Idazkaritza Nagusia;23/12/1988;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;1107;1057;I.V.M. INSTITUTO VASCO DE LA MUJER;MANUEL IRADIER, 36;1005;ES;59;;945016700;;;434657;9108/2;SECRETARIO/A GENERAL (NIVEL DIRECTOR);IDAZKARI NAGUSIA (ZUZENDARIA);B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;34894;IRABIEN MARIGORTA, MIREN JOSUNE;24/06/2023;119/2023;
47787;16/11/2020;16/01/2024;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;1;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;5135;12700000000; Delegación de Euskadi en Estados Unidos; Euskadiren Estatu Batuetako Ordezkaritza;12/04/2013;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;10020;5421;DELEGACIÓN DE EUSKADI EN EE.UU. (NUEVA YORK);820 2ND. AV. DIPLO. BUIL. SUIT 13B NUEVA YORK;;US;;;;;;422969;9109/2;DELEGADO/A;ORDEZKARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;34895;TELLERIA JAUREGUIALZO, UNAI;14/11/2020;226/2020;
48074;31/03/2021;16/01/2024;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;5513;52200000000; Dirección de Proyectos Estratégicos y Administración Industrial; Proiektu Estrategikoen eta Industria Administrazioaren Zuzendaritza;06/03/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;434672;9104/109;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;34968;URKIAGA URKIZA, ZIGOR;06/03/2021;47/2021;
48361;14/02/2023;16/01/2024;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;5141;1,00E+11; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;440958;9102/14;CONSEJERO/A DEL DEPARTAMENTO;SAILBURUA;A;Miembro Gobierno;Gobernuko kidea;A1;Miembro de Gobierno;Jaurlaritzako kidea;AC03;Consejero/a;Sailburua;35338;MELGOSA VEGA, NEREA;14/02/2023;31/2023;
48648;26/03/2021;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001613;9,06E+11; Hospital Santa Marina; Santa Marina Ospitalea;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007854;7075/2;DIRECTOR/A DE ENFERMERÍA GR.4;ERIZAINTZAKO ZUZENDARIA, 4. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD35;Director/a de Enfermería Gr.4;Erizaintzako Zuzendaria, 4. Mailakoa;35826;PICON SANTAMARIA, ARANTXA;23/12/2020;20/2021;
48935;23/02/2021;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001618;9,06E+11; OSI Donostialdea; Donostialdea ESIa;01/01/2015;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007759;7058/3;DIRECTOR/A DE ENFERMERÍA GR.1;ERIZAINTZAKO ZUZENDARIA, 1. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD17;Director/a de Enfermería Gr.1;Erizaintzako Zuzendaria, 1. Mailakoa;36371;MERINO PEREZ, YESHIKA;15/01/2021;26/2021;
49222;26/03/2021;16/01/2024;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;1;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;5726;12800000000; Delegación de Euskadi en México; Euskadiren Mexikoko Ordezkaritza;12/04/2013;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;723;5356;DELEGACION DE EUSKADI EN MEXICO;HORACIO 1213. COLONIA POLANCO;;MX;;;5,26E+11;;;440491;9109/7;DELEGADO/A;ORDEZKARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;36391;CAZALIS EIGUREN, JOSE MARIA;16/01/2021;oct-21;
49509;26/01/2021;16/01/2024;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;6790;50000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60001681;5262/1;ASESOR/A ASUNTOS AGROPEC. Y PESQUEROS;NEKAZ, ABELTZAINTZA ETA ARRANTZA AHOLKUL;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;36393;LETE TXINTXURRETA, MIKEL GOTZON;18/01/2021;17/2021;
49796;09/02/2021;16/01/2024;30002503;1,10E+11; Cultura y Política Lingüística; Kultura eta Hizkuntza Politika;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002503;1,10E+11; Cultura y Política Lingüística; Kultura eta Hizkuntza Politika;08/09/2020;31/12/9999;30002504;1,10E+11; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60031204;5294/1;ASESOR/A DE INTERNACIONALIZACION;NAZIOARTEKOTZEKO AHOLKULARIA;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;36589;ROJO GOMEZ, ARANTZAZU;01/02/2021;21/2021;
50083;23/02/2021;16/01/2024;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;5480;80000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;429189;5223/5;ASESOR/A EN COMUNICACIONES;AHOLKULARIA KOMUNIKAZIO GAIETAN;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;36779;ELORZA SAEZ, ANIA;01/02/2021;26/2021;
50370;09/02/2021;16/01/2024;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;30002508;30000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60030653;5223/11;ASESOR/A EN COMUNICACIONES;AHOLKULARIA KOMUNIKAZIO GAIETAN;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;36792;FERNANDEZ PEREZ, SILVIA;01/02/2021;24/2021;
